,clean,corrupted,group,plural
10918,The consultants near the executives,The consultant near the executives,ML-prep_anim_all,1
10919,The consultants near the parents,The consultant near the parents,ML-prep_anim_all,1
10920,The consultants to the side of the guards,The consultant to the side of the guards,ML-prep_anim_all,1
10921,The consultants to the side of the chefs,The consultant to the side of the chefs,ML-prep_anim_all,1
10922,The consultants to the side of the architects,The consultant to the side of the architects,ML-prep_anim_all,1
10923,The consultants to the side of the skaters,The consultant to the side of the skaters,ML-prep_anim_all,1
10924,The consultants to the side of the dancers,The consultant to the side of the dancers,ML-prep_anim_all,1
10925,The consultants to the side of the ministers,The consultant to the side of the ministers,ML-prep_anim_all,1
10926,The consultants to the side of the taxi drivers,The consultant to the side of the taxi drivers,ML-prep_anim_all,1
10927,The consultants to the side of the assistants,The consultant to the side of the assistants,ML-prep_anim_all,1
10928,The consultants to the side of the executives,The consultant to the side of the executives,ML-prep_anim_all,1
10929,The consultants to the side of the parents,The consultant to the side of the parents,ML-prep_anim_all,1
10930,The consultants across from the guards,The consultant across from the guards,ML-prep_anim_all,1
10931,The consultants across from the chefs,The consultant across from the chefs,ML-prep_anim_all,1
10932,The consultants across from the architects,The consultant across from the architects,ML-prep_anim_all,1
10933,The consultants across from the skaters,The consultant across from the skaters,ML-prep_anim_all,1
10934,The consultants across from the dancers,The consultant across from the dancers,ML-prep_anim_all,1
10935,The consultants across from the ministers,The consultant across from the ministers,ML-prep_anim_all,1
10936,The consultants across from the taxi drivers,The consultant across from the taxi drivers,ML-prep_anim_all,1
10937,The consultants across from the assistants,The consultant across from the assistants,ML-prep_anim_all,1
10938,The consultants across from the executives,The consultant across from the executives,ML-prep_anim_all,1
10939,The consultants across from the parents,The consultant across from the parents,ML-prep_anim_all,1
10940,The authors next to the guard,The author next to the guard,ML-prep_anim_all,1
10941,The authors next to the chef,The author next to the chef,ML-prep_anim_all,1
10942,The authors next to the architect,The author next to the architect,ML-prep_anim_all,1
10943,The authors next to the skater,The author next to the skater,ML-prep_anim_all,1
10944,The authors next to the dancer,The author next to the dancer,ML-prep_anim_all,1
10945,The authors next to the minister,The author next to the minister,ML-prep_anim_all,1
10946,The authors next to the taxi driver,The author next to the taxi driver,ML-prep_anim_all,1
10947,The authors next to the assistant,The author next to the assistant,ML-prep_anim_all,1
10948,The authors next to the executive,The author next to the executive,ML-prep_anim_all,1
10949,The authors next to the parent,The author next to the parent,ML-prep_anim_all,1
10950,The authors behind the guard,The author behind the guard,ML-prep_anim_all,1
10951,The authors behind the chef,The author behind the chef,ML-prep_anim_all,1
10952,The authors behind the architect,The author behind the architect,ML-prep_anim_all,1
10953,The authors behind the skater,The author behind the skater,ML-prep_anim_all,1
10954,The authors behind the dancer,The author behind the dancer,ML-prep_anim_all,1
10955,The authors behind the minister,The author behind the minister,ML-prep_anim_all,1
10956,The authors behind the taxi driver,The author behind the taxi driver,ML-prep_anim_all,1
10957,The authors behind the assistant,The author behind the assistant,ML-prep_anim_all,1
10958,The authors behind the executive,The author behind the executive,ML-prep_anim_all,1
10959,The authors behind the parent,The author behind the parent,ML-prep_anim_all,1
10960,The authors in front of the guard,The author in front of the guard,ML-prep_anim_all,1
10961,The authors in front of the chef,The author in front of the chef,ML-prep_anim_all,1
10962,The authors in front of the architect,The author in front of the architect,ML-prep_anim_all,1
10963,The authors in front of the skater,The author in front of the skater,ML-prep_anim_all,1
10964,The authors in front of the dancer,The author in front of the dancer,ML-prep_anim_all,1
10965,The authors in front of the minister,The author in front of the minister,ML-prep_anim_all,1
10966,The authors in front of the taxi driver,The author in front of the taxi driver,ML-prep_anim_all,1
10967,The authors in front of the assistant,The author in front of the assistant,ML-prep_anim_all,1
10968,The authors in front of the executive,The author in front of the executive,ML-prep_anim_all,1
10969,The authors in front of the parent,The author in front of the parent,ML-prep_anim_all,1
10970,The authors near the guard,The author near the guard,ML-prep_anim_all,1
10971,The authors near the chef,The author near the chef,ML-prep_anim_all,1
10972,The authors near the architect,The author near the architect,ML-prep_anim_all,1
10973,The authors near the skater,The author near the skater,ML-prep_anim_all,1
10974,The authors near the dancer,The author near the dancer,ML-prep_anim_all,1
10975,The authors near the minister,The author near the minister,ML-prep_anim_all,1
10976,The authors near the taxi driver,The author near the taxi driver,ML-prep_anim_all,1
10977,The authors near the assistant,The author near the assistant,ML-prep_anim_all,1
10978,The authors near the executive,The author near the executive,ML-prep_anim_all,1
10979,The authors near the parent,The author near the parent,ML-prep_anim_all,1
10980,The authors to the side of the guard,The author to the side of the guard,ML-prep_anim_all,1
10981,The authors to the side of the chef,The author to the side of the chef,ML-prep_anim_all,1
10982,The authors to the side of the architect,The author to the side of the architect,ML-prep_anim_all,1
10983,The authors to the side of the skater,The author to the side of the skater,ML-prep_anim_all,1
10984,The authors to the side of the dancer,The author to the side of the dancer,ML-prep_anim_all,1
10985,The authors to the side of the minister,The author to the side of the minister,ML-prep_anim_all,1
10986,The authors to the side of the taxi driver,The author to the side of the taxi driver,ML-prep_anim_all,1
10987,The authors to the side of the assistant,The author to the side of the assistant,ML-prep_anim_all,1
10988,The authors to the side of the executive,The author to the side of the executive,ML-prep_anim_all,1
10989,The authors to the side of the parent,The author to the side of the parent,ML-prep_anim_all,1
10990,The authors across from the guard,The author across from the guard,ML-prep_anim_all,1
10991,The authors across from the chef,The author across from the chef,ML-prep_anim_all,1
10992,The authors across from the architect,The author across from the architect,ML-prep_anim_all,1
10993,The authors across from the skater,The author across from the skater,ML-prep_anim_all,1
10994,The authors across from the dancer,The author across from the dancer,ML-prep_anim_all,1
10995,The authors across from the minister,The author across from the minister,ML-prep_anim_all,1
10996,The authors across from the taxi driver,The author across from the taxi driver,ML-prep_anim_all,1
10997,The authors across from the assistant,The author across from the assistant,ML-prep_anim_all,1
10998,The authors across from the executive,The author across from the executive,ML-prep_anim_all,1
10999,The authors across from the parent,The author across from the parent,ML-prep_anim_all,1
11000,The pilots next to the guard,The pilot next to the guard,ML-prep_anim_all,1
11001,The pilots next to the chef,The pilot next to the chef,ML-prep_anim_all,1
11002,The pilots next to the architect,The pilot next to the architect,ML-prep_anim_all,1
11003,The pilots next to the skater,The pilot next to the skater,ML-prep_anim_all,1
11004,The pilots next to the dancer,The pilot next to the dancer,ML-prep_anim_all,1
11005,The pilots next to the minister,The pilot next to the minister,ML-prep_anim_all,1
11006,The pilots next to the taxi driver,The pilot next to the taxi driver,ML-prep_anim_all,1
11007,The pilots next to the assistant,The pilot next to the assistant,ML-prep_anim_all,1
