,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
941,"When Emily and Jamie got a snack at the school, Emily decided to give it to","When Emily and Jamie got a snack at the school, Lindsey decided to give it to","When Emily and Jamie got a snack at the school, Jamie decided to give it to",27283,24504
269,"Then, Charles and Steven had a long argument, and afterwards Charles said to","Then, Charles and Steven had a long argument, and afterwards William said to","Then, Charles and Steven had a long argument, and afterwards Steven said to",19436,8444
258,"Then, Christina and Jeremy had a lot of fun at the office. Jeremy gave a necklace to","Then, Christina and Jeremy had a lot of fun at the office. Jennifer gave a necklace to","Then, Christina and Jeremy had a lot of fun at the office. Christina gave a necklace to",47831,25413
92,"Then, Jonathan and Charles had a lot of fun at the school. Charles gave a ring to","Then, Jonathan and Charles had a lot of fun at the school. Aaron gave a ring to","Then, Jonathan and Charles had a lot of fun at the school. Jonathan gave a ring to",18985,8444
813,"Then, Ashley and Christina had a long argument, and afterwards Christina said to","Then, Ashley and Christina had a long argument, and afterwards Nicholas said to","Then, Ashley and Christina had a long argument, and afterwards Ashley said to",33747,47831
908,"Then, Kenneth and Katherine had a lot of fun at the garden. Kenneth gave a kiss to","Then, Kenneth and Katherine had a lot of fun at the garden. Bradley gave a kiss to","Then, Kenneth and Katherine had a lot of fun at the garden. Katherine gave a kiss to",37497,31270
889,"Then, Timothy and Travis were thinking about going to the school. Travis wanted to give a computer to","Then, Timothy and Travis were thinking about going to the school. Joshua wanted to give a computer to","Then, Timothy and Travis were thinking about going to the school. Timothy wanted to give a computer to",32905,35382
593,"When Bryan and William got a ring at the station, Bryan decided to give it to","When Bryan and William got a ring at the station, Nicole decided to give it to","When Bryan and William got a ring at the station, William decided to give it to",7252,30397
531,"After Megan and Anthony went to the office, Anthony gave a snack to","After Megan and Anthony went to the office, Jennifer gave a snack to","After Megan and Anthony went to the office, Megan gave a snack to",45867,16358
642,"Then, Matthew and David were working at the station. David decided to give a snack to","Then, Matthew and David were working at the station. Crystal decided to give a snack to","Then, Matthew and David were working at the station. Matthew decided to give a snack to",18322,5119
346,"Then, Jamie and Daniel had a long argument, and afterwards Jamie said to","Then, Jamie and Daniel had a long argument, and afterwards Eric said to","Then, Jamie and Daniel had a long argument, and afterwards Daniel said to",10213,27283
837,"After Kelly and Brian went to the school, Brian gave a bone to","After Kelly and Brian went to the school, Stephanie gave a bone to","After Kelly and Brian went to the school, Kelly gave a bone to",14943,14468
167,"Then, Rebecca and Kenneth were thinking about going to the house. Kenneth wanted to give a snack to","Then, Rebecca and Kenneth were thinking about going to the house. Adam wanted to give a snack to","Then, Rebecca and Kenneth were thinking about going to the house. Rebecca wanted to give a snack to",31959,31270
542,"Then, Benjamin and Eric had a lot of fun at the house. Benjamin gave a drink to","Then, Benjamin and Eric had a lot of fun at the house. Timothy gave a drink to","Then, Benjamin and Eric had a lot of fun at the house. Eric gave a drink to",12284,19046
345,"After Jason and Christine went to the garden, Christine gave a necklace to","After Jason and Christine went to the garden, Lindsey gave a necklace to","After Jason and Christine went to the garden, Jason gave a necklace to",16553,36449
712,"After Nicholas and Justin went to the hospital, Justin gave a necklace to","After Nicholas and Justin went to the hospital, Joseph gave a necklace to","After Nicholas and Justin went to the hospital, Nicholas gave a necklace to",26876,20839
779,"Then, Melissa and Amy had a long argument, and afterwards Amy said to","Then, Melissa and Amy had a long argument, and afterwards David said to","Then, Melissa and Amy had a long argument, and afterwards Melissa said to",38994,22138
895,"Then, Ashley and Christine went to the station. Ashley gave a drink to","Then, Ashley and Christine went to the station. Robert gave a drink to","Then, Ashley and Christine went to the station. Christine gave a drink to",36449,33747
527,"Then, Mary and Stephen had a long argument, and afterwards Stephen said to","Then, Mary and Stephen had a long argument, and afterwards Kevin said to","Then, Mary and Stephen had a long argument, and afterwards Mary said to",6393,12167
876,"Then, Stephanie and Charles went to the school. Charles gave a necklace to","Then, Stephanie and Charles went to the school. Erin gave a necklace to","Then, Stephanie and Charles went to the school. Stephanie gave a necklace to",38150,8444
928,"After Kelly and Jonathan went to the restaurant, Kelly gave a basketball to","After Kelly and Jonathan went to the restaurant, Steven gave a basketball to","After Kelly and Jonathan went to the restaurant, Jonathan gave a basketball to",18985,14943
5,"After Rebecca and Stephanie went to the hospital, Stephanie gave a computer to","After Rebecca and Stephanie went to the hospital, Laura gave a computer to","After Rebecca and Stephanie went to the hospital, Rebecca gave a computer to",31959,38150
875,"Then, Lindsey and Kyle went to the garden. Kyle gave a basketball to","Then, Lindsey and Kyle went to the garden. Michael gave a basketball to","Then, Lindsey and Kyle went to the garden. Lindsey gave a basketball to",50178,25856
20,"Then, Mark and Nathan went to the store. Mark gave a bone to","Then, Mark and Nathan went to the store. Allison gave a bone to","Then, Mark and Nathan went to the store. Nathan gave a bone to",23662,4744
803,"Then, Tyler and Kyle had a long argument, and afterwards Kyle said to","Then, Tyler and Kyle had a long argument, and afterwards Crystal said to","Then, Tyler and Kyle had a long argument, and afterwards Tyler said to",26953,25856
796,"After Lisa and Jeffrey went to the garden, Jeffrey gave a necklace to","After Lisa and Jeffrey went to the garden, Ashley gave a necklace to","After Lisa and Jeffrey went to the garden, Lisa gave a necklace to",22707,30274
324,"Then, Joshua and Allison went to the station. Allison gave a drink to","Then, Joshua and Allison went to the station. Andrew gave a drink to","Then, Joshua and Allison went to the station. Joshua gave a drink to",29092,45664
245,"When Daniel and Angela got a ring at the house, Daniel decided to give it to","When Daniel and Angela got a ring at the house, David decided to give it to","When Daniel and Angela got a ring at the house, Angela decided to give it to",29804,10213
581,"Then, Steven and Amber had a long argument, and afterwards Steven said to","Then, Steven and Amber had a long argument, and afterwards James said to","Then, Steven and Amber had a long argument, and afterwards Amber said to",41131,19436
825,"Then, Laura and Jacob went to the office. Jacob gave a computer to","Then, Laura and Jacob went to the office. Joshua gave a computer to","Then, Laura and Jacob went to the office. Laura gave a computer to",21960,14737
859,"Then, Jose and Thomas were thinking about going to the hospital. Jose wanted to give a ring to","Then, Jose and Thomas were thinking about going to the hospital. David wanted to give a ring to","Then, Jose and Thomas were thinking about going to the hospital. Thomas wanted to give a ring to",7195,7924
454,"Then, Jeremy and Justin had a long argument, and afterwards Jeremy said to","Then, Jeremy and Justin had a long argument, and afterwards Eric said to","Then, Jeremy and Justin had a long argument, and afterwards Justin said to",20839,25413
571,"After Christine and Patrick went to the office, Christine gave a ring to","After Christine and Patrick went to the office, Nathan gave a ring to","After Christine and Patrick went to the office, Patrick gave a ring to",15435,36449
588,"Then, Scott and Michael had a lot of fun at the house. Michael gave a ring to","Then, Scott and Michael had a lot of fun at the house. Steven gave a ring to","Then, Scott and Michael had a lot of fun at the house. Scott gave a ring to",7493,6277
140,"Then, Stephen and Bradley were working at the restaurant. Bradley decided to give a ring to","Then, Stephen and Bradley were working at the restaurant. Aaron decided to give a ring to","Then, Stephen and Bradley were working at the restaurant. Stephen decided to give a ring to",12167,27991
396,"Then, Crystal and Justin had a lot of fun at the house. Justin gave a bone to","Then, Crystal and Justin had a lot of fun at the house. Anthony gave a bone to","Then, Crystal and Justin had a lot of fun at the house. Crystal gave a bone to",29509,20839
